name,objra,objdec,C,A,S,nsa_sersic_mass,LogMass,nsa_sersic_ba,nsa_sersic_n,PETRO_TH90,log_age_mean_LW,log_ZH_mean_LW,log_SFR_ssp,log_SFR_Ha,vel_sigma_Re,modelMag_r
manga-8146-1901,117.05386562,28.2250917233,2.816,0.151,0.15,5.99387E9,9.777707319374574,0.906501,1.7091,7.6609325,8.97154998779297,-0.262081861495972,0.462190235852764,0.384422704691711,0.202581148544681,14.49289
manga-8146-1902,117.199452424,28.2397421804,3.034,0.085,0.24,4.56981E9,9.65989814368759,0.523042,1.98051,6.97497,9.28272438049316,-0.243899941444397,-0.533865019182842,-0.641941200704858,0.331837838967424,16.0369
manga-8146-3701,117.116000945,28.8926618679,3.744,0.152,0.25,9.85E9,9.993436230497611,0.296445,2.91795,12.699185,9.30984783172607,-0.303855538368225,-1.01328359883634,-1.63652812289495,0.364468769379769,15.20127
manga-8146-3702,116.110427262,29.2693961696,3.715,0.153,0.34,4.82435E10,10.683438807746258,0.586454,4.70309,12.699185,9.70137691497803,-0.101447828114033,-1.44012250956397,-0.864439097481908,0.371830219758951,14.58213
manga-8146-3703,118.470059946,29.1969899869,2.895,0.104,0.05,5.58604E10,10.747104041231989,0.56335,5.67625,8.614392,9.45166015625,-0.233476981520653,-0.51970854431801,-1.77666649909382,0.317936035846083,15.52534
manga-8146-3704,117.475381572,29.4681369517,1.735,0.156,0.0,4.76311E10,10.67789061129143,0.846883,6.0,11.19691,9.52913379669189,-0.163180664181709,-0.201146062596614,-2.21542995311161,0.073496110163139,15.58857
manga-8146-6101,117.584471617,27.8429568667,3.537,0.174,0.1,9.91308E9,9.996208611012214,0.831133,2.54648,14.2849,9.63546657562256,-0.325957655906677,-1.89892434508073,-4.34485020680295,0.178746809166618,15.08392
manga-8146-6102,118.185700577,28.7830056886,3.835,0.354,0.23,1.0823E11,11.034347658446848,0.902375,1.39254,35.16962,9.76196765899658,-0.190730586647987,-1.0946572826975,-1.91922292633291,0.196608691402105,14.82351
manga-8146-6103,116.526085294,29.2108610114,2.776,0.107,0.34,8.14689E8,8.910991852469287,0.697095,1.23273,13.779003,8.49661827087402,-0.52298903465271,-0.568175863195735,-0.72593889115753,0.344955652960631,16.66059
manga-8146-6104,118.307046564,28.8282978926,3.283,0.072,-0.06,9.13923E10,10.960909607020712,0.659754,6.0,11.637828,9.08199119567871,-0.611762523651123,0.460395833824187,-0.354265318816387,0.429872149626055,16.57025
manga-8146-9101,116.2774589,28.7575198551,2.948,0.46,0.72,1.90241E9,9.279304120145413,0.757574,1.37065,15.965765,8.70476818084717,-0.60671603679657,-0.395578017918988,-0.433470517480243,0.596071254648916,15.92571
manga-8146-9102,117.811568516,28.1536304342,3.084,0.093,0.06,2.14079E10,10.3305740674279,0.578573,2.13027,10.472028,8.96627807617188,-0.252936720848083,0.472303823472544,0.234342487782986,0.367625822226896,15.50379
manga-8147-12701,116.759566834,26.7764878281,2.346,0.32,0.13,2.84143E9,9.45353696145828,0.649183,0.822981,16.242235,8.61117744445801,-0.812495827674866,-0.094887544013363,-0.558924649094206,0.724947927771719,15.70656
manga-8147-12702,117.870044268,27.20214259,4.428,0.069,-0.19,1.18677E11,11.074366559384666,0.758493,6.0,20.30366,9.25486946105957,-0.0945736989378929,0.188805629084339,-2.24322384376079,0.0767108626893865,16.02735
manga-8147-12703,118.592626166,27.0088036339,2.418,0.348,0.25,1.27757E10,10.106384705112715,0.809622,0.684141,15.251304,8.69796180725098,-0.326493144035339,0.686702609867728,0.591344480403316,0.448284010535973,14.32879
manga-8147-12704,118.67516,26.64273,2.482,0.379,0.51,3.09343E8,8.490440292989705,0.671214,0.5,18.95615,8.15174293518066,-0.911604821681976,-0.795211148238462,-1.11468116972671,0.353690717785875,20.73091
manga-8147-12705,117.982110064,27.3029716097,3.563,0.337,1.04,1.21708E10,10.085319125819762,0.17338,1.34975,19.395079,8.99242687225342,-0.44344362616539,-0.234513943284579,-0.570981605832759,0.478992959084933,15.16436
manga-8147-1901,116.213915388,26.5790388255,3.06,0.058,0.03,4.60365E9,9.663102298266473,0.969896,3.66887,5.9323206,8.91150665283203,-0.218259438872337,0.0765334899898093,0.156290352836789,0.0710759610814507,15.15075
manga-8147-1902,117.177504896,26.5397644478,3.229,0.11,0.2,1.03028E9,9.01295526929686,0.69363,4.67052,7.1245217,9.09790420532227,-0.507316708564758,-0.98274800210854,-1.01763501156934,0.374261065465106,16.24996
manga-8147-3701,117.860433991,26.991842388,2.761,0.169,0.13,1.61088E9,9.20706318953225,0.412879,0.90727,9.674976,8.74524021148682,-0.432970821857452,-0.32122593995966,-0.386667755104052,0.783559468180543,16.04883
manga-8147-3702,116.599480276,27.3382111795,2.702,0.142,0.06,1.16321E9,9.065658127117224,0.868304,0.926672,9.129296,8.81775569915771,-0.370499014854431,-0.481502294586202,-0.541218416004919,0.561240400250804,15.53797
manga-8147-3703,119.289978407,26.6486026731,3.907,0.503,1.17,2.03426E9,9.308406459574444,0.926279,1.63814,13.491169,8.70049476623535,-0.63692319393158,-0.413279823626617,-0.413045933103084,0.627758999244762,15.97686
manga-8147-3704,118.323963177,27.4607379561,3.774,0.11,0.12,2.5764E10,10.411013290483874,0.79502,4.47006,13.996736,9.40941619873047,-0.040767066180706,-0.782456281532415,-1.03938235650386,0.195116212718404,14.28652
manga-8147-6101,116.620887982,26.7181167861,2.325,0.152,0.02,1.09161E9,9.038067505492661,0.615301,0.752641,9.985992,8.77580070495605,-0.712695002555847,-0.517240301375265,-0.696028431504097,0.713751010816093,15.55278
manga-8147-6102,118.627843459,25.8159864765,2.785,0.118,0.18,6.6419E10,10.822292332603059,0.863517,1.4613,13.916864,9.07339763641357,-0.227189570665359,0.579344531977726,0.680669699458996,0.332696318732005,15.00529
manga-8147-6103,119.039496416,26.8757761756,2.996,0.21,0.32,4.31984E10,10.635467661536223,0.769611,1.37944,14.652426,8.72113132476807,-0.326549649238586,1.23664917394734,1.02093555136062,0.447752303603125,15.03765
manga-8147-6104,118.383684969,27.7428815514,2.711,0.182,0.13,7.2621E8,8.86106222490587,0.487537,0.897737,11.515634,8.70480442047119,-0.757925033569336,-0.884227782600738,-1.26970348670651,0.431640755614657,16.70142
manga-8147-9101,117.434926452,27.8537520479,2.738,0.184,0.29,1.03191E10,10.013641821120821,0.510613,0.893384,15.312954,8.82157707214355,-0.121058419346809,0.311783247468133,0.0978648324079522,0.522246667147157,14.87995
manga-8147-9102,118.852820823,26.9863497763,2.544,0.391,0.6,7.08417E8,8.85028897447965,0.71868,1.10926,14.914156,8.41328620910645,-0.757862210273743,-0.7200320245718,-0.558001656551342,0.662086788698747,15.63823
manga-8148-12701,118.107370502,28.8274092906,3.322,0.081,0.0,6.96746E10,10.843074484119589,0.935367,2.68149,12.203951,8.88783931732178,-0.299992144107819,0.189099517784968,0.496644393249266,0.169093191490532,15.3315
manga-8148-12702,118.158573664,28.0266316102,4.3,0.189,0.22,1.44606E11,11.160186313102574,0.82918,6.0,23.968971,9.38570594787598,-0.00214243121445179,0.315808725643671,-4.03204178897265,0.0819872234021923,14.92456
manga-8148-12703,119.355630313,27.8105794913,3.455,0.099,0.18,7.50625E10,10.875423024746981,0.345466,3.15422,11.515634,9.01423835754395,-0.238428443670273,-0.057976078119829,0.643256646105167,0.4355114368691,15.5619
manga-8148-12704,119.249122151,27.754889,2.627,0.328,0.66,8.4533E8,8.927026281968983,0.702948,1.69354,15.072413,8.29538536071777,-0.405030429363251,-0.512176550286375,-0.802402170102127,0.800157903778016,16.09244
manga-8148-12705,119.945531934,27.965381143,4.291,0.331,0.04,9.94631E10,10.997661990909812,0.809859,6.0,26.56964,8.93890190124512,-0.198277145624161,0.753939781315193,-1.20749601536907,0.303313245147587,15.79718
manga-8148-1901,116.990616669,28.1693246167,3.868,0.089,0.17,1.879E10,10.273926780100526,0.894499,6.0,12.075812,9.61825275421143,-0.105673782527447,-1.13572517759414,-2.34019517984441,0.212412976925969,14.69453
manga-8148-1902,117.07596,28.03647,3.013,0.41,0.38,7.00963E10,10.845695094543096,0.609405,6.0,0.22341923,8.83065700531006,-0.215580433607101,0.256058698966634,0.0395051307641594,0.308135307210458,14.70518
manga-8148-3701,119.633738082,27.8282401603,3.566,0.07,0.07,6.32807E10,10.801271274605547,0.663951,4.41027,11.76132,9.70641708374023,-0.0761402472853661,-0.613637833844651,-0.265860804550441,0.239130188237095,15.50036
manga-8148-3702,118.531166648,27.6917942954,3.432,0.035,0.1,5.27928E10,10.722574696520779,0.825858,6.0,9.872351,9.41563510894775,-0.0380092971026897,0.0332413614370364,-3.09025651245581,0.078736055533622,15.60022
manga-8148-3703,118.497425111,29.3606046735,3.302,0.045,0.15,3.29401E10,10.517724913272785,0.48305,2.83354,10.0433035,9.03885841369629,-0.186319932341576,-0.764650441314309,-0.718465312002947,0.4278102063663,15.52917
manga-8148-3704,119.777286932,27.4640123098,4.035,0.232,0.14,3.48894E10,10.542693500863138,0.76858,5.09478,19.566565,9.53374576568604,-0.123400464653969,-0.772541691663313,-1.22309636990668,0.10699808939445,13.88603
manga-8148-6101,118.83975006,27.3985714399,3.483,0.083,0.09,5.79712E10,10.763212290330825,0.938993,5.97647,11.699411,9.33637714385986,-0.189461708068848,-0.489634755877294,-1.19801301998451,0.208085151939731,15.46644
manga-8148-6102,117.8440302,27.5408814872,0.771,1.428,2.48,7.87891E8,8.89646613960523,0.201926,0.921903,12.596584,8.73593997955322,-0.82062441110611,-1.04666697647919,-1.11561952904687,0.583751384886404,16.95295
manga-8148-6103,118.613875815,28.1247205122,3.15,0.214,0.28,1.57026E9,9.195971567833787,0.490462,1.35612,12.66324,8.39784908294678,-0.396787047386169,0.108999200211824,-0.219526255246273,0.577703649014966,15.72334
manga-8148-6104,119.210337919,28.3758651318,3.768,0.089,0.22,7.33881E9,9.86562564406702,0.38078,3.25164,13.996736,9.0750560760498,-0.408221691846848,-0.198103238635165,-0.316024273808408,0.472034576361441,14.71317
manga-8148-9101,117.902065984,27.3796745716,2.659,0.3,0.31,4.12345E9,9.615260732776742,0.548441,0.977899,14.906153,8.48325347900391,-0.374853789806366,0.625860651941677,0.309924603594174,0.729462767215661,15.08946
manga-8148-9102,117.925702595,27.6073929295,3.031,0.186,0.07,5.12543E9,9.70973030656553,0.680121,1.79375,14.991701,8.54460334777832,-0.798892974853516,-0.255333289820754,-0.122242975866289,0.537459686641278,15.31116
manga-8149-12701,120.269959112,26.802436444,3.37,0.28,0.58,2.73653E9,9.437200213583235,0.287049,1.62153,32.916023,8.3702917098999,-0.668819427490234,0.482617855320877,0.209388562120309,0.546702146783842,15.59114
manga-8149-12702,119.609269043,27.1615475855,2.955,0.09,-0.12,1.17352E10,10.069490495567011,0.559571,2.38785,11.394722,8.93574810028076,-0.238249212503433,-0.0901017684031498,-0.434519111320996,0.403230579584288,15.78201
manga-8149-12703,119.066492744,28.1482205204,3.19,0.118,0.6,7.24915E9,9.860287086301868,0.173238,0.883808,11.334743,8.30146980285645,-0.721883654594421,0.684342858025888,0.408653337043935,0.529649536332514,16.2203
manga-8149-12704,119.314391101,27.4960155494,3.951,0.027,0.0,4.21715E10,10.625019048729758,0.970392,5.18221,34.51419,9.54831790924072,-0.141090139746666,-1.70312701539977,-0.945472997889698,0.0925599886864198,13.98512
manga-8149-12705,120.926748238,26.455443917,4.192,0.117,0.21,8.82396E10,10.945663530731018,0.855785,5.00679,26.56964,9.63890743255615,-0.290051460266113,-0.725418225663983,-0.64016116526637,0.168837224469027,14.22741
manga-8149-1901,120.221692517,28.1303943794,3.422,0.051,0.02,3.72748E9,9.571415321900233,0.887234,2.44675,10.158915,9.35396862030029,-0.268585592508316,-1.10540181089506,-1.23463523670581,0.175565057041158,15.01762
manga-8149-1902,119.923886435,27.0035013286,3.104,0.097,0.06,4.84421E9,9.685222961858369,0.684825,4.52281,10.453795,9.53506660461426,-0.188346594572067,-2.35951800931752,-3.13445262155844,0.633366766222663,15.50953
manga-8149-3701,119.792670838,26.0866716908,3.194,0.109,0.04,7.60626E9,9.881171166544325,0.498396,3.41937,6.3904896,9.42863941192627,-0.29536646604538,-1.71060833058395,-1.98153137530072,0.329993353390081,14.89233
manga-8149-3702,119.19856416,28.2167208877,2.861,0.078,0.23,7.63248E9,9.882665674955499,0.713781,5.87408,4.8205686,9.23596477508545,-0.397661060094833,-1.10362508079551,-1.62937339846642,0.304015181483448,16.56494
manga-8149-3703,119.356842737,27.4403778,3.196,0.086,0.1,2.4457E9,9.388403183552635,0.520862,4.22596,7.5204554,9.0487699508667,-0.393409311771393,-1.0184352930091,-1.34184921954084,0.708501921359242,16.07517
manga-8149-3704,120.207222406,27.5003590021,2.59,0.422,0.87,1.02246E10,10.009646326831874,0.813758,0.790922,14.991701,8.40255928039551,-0.549698054790497,0.670864967661294,0.684046378528966,0.446838976088866,13.83868
manga-8149-6101,120.655607932,26.2935543287,2.492,0.1,0.16,3.52551E9,9.547221950877665,0.851536,1.05814,8.26751,8.61973571777344,-0.521473407745361,0.0120916911423317,-0.0941367783715483,0.387174426864006,16.30816
manga-8149-6102,119.884750278,27.9417139356,2.699,0.217,0.21,1.32267E9,9.121451503253242,0.33739,1.11649,13.758488,8.25806045532227,-0.781625986099243,-0.317001031638298,-0.495287355916096,0.387990963476689,16.16623
manga-8149-6103,119.174197002,28.3718488174,2.505,0.297,0.54,3.62245E8,8.559002399699056,0.753648,0.706735,12.797614,8.46998023986816,-0.633463144302368,-0.426920593226784,-0.927192822540183,0.727818681308856,16.96019
manga-8149-6104,120.97037173,26.6146824164,1.997,0.788,2.76,1.07298E9,9.030591626932784,0.401174,1.79204,17.472715,8.70838928222656,-0.902865529060364,-0.720523579405379,-0.816355877559333,0.804205566438903,16.45325
manga-8149-9101,118.625669207,26.915332139,2.281,0.306,0.28,1.13827E9,9.05624528982875,0.757044,0.750519,13.851916,8.71716213226318,-0.40833181142807,-0.413520183658735,-0.72958865138591,0.836981833069494,16.40313
manga-8149-9102,120.979182576,26.5206269031,2.952,0.253,0.34,7.74496E9,9.889019179122451,0.436642,1.32739,15.23235,8.93393325805664,-0.284535467624664,0.22723635440921,0.0707168657420142,0.432494212056323,14.60361
manga-8150-12701,146.701429799,31.7195786864,2.526,0.12,0.13,1.1628E9,9.06550502309839,0.31299,1.22766,4.7929764,8.78164100646973,-1.23283982276917,-0.321813269053422,-0.169865081568262,0.353579426526067,16.64579
manga-8150-12702,146.991437311,32.9915460826,2.597,0.223,0.04,8.27488E8,8.917761704476069,0.671176,1.47737,29.117308,8.32823848724365,-0.391119390726089,-0.239341110207943,-0.771205849105309,0.525361715888957,16.66322
manga-8150-12703,149.482851062,33.1803440445,3.157,0.185,0.12,2.90924E9,9.463779550183547,0.440933,1.68408,18.316315,8.65672969818115,-0.529003739356995,-0.384283461883921,-0.710948234102119,0.323137904734306,16.87304
manga-8150-12704,149.413381311,32.677899835,3.84,0.133,0.21,2.8283E10,10.45152547352459,0.305045,6.0,13.916864,8.82485580444336,-0.292185008525848,-0.25452918078067,-0.57270611647878,0.386109386593678,15.711
manga-8150-12705,147.23785259,33.04326995,3.245,0.081,0.93,1.20042E9,9.079333222521958,0.15,0.715575,18.523228,8.45949077606201,-0.736949026584625,-0.339602690182979,-0.676091545817105,0.808295374368184,16.21255
manga-8150-1901,146.914572936,33.1244039261,3.307,0.09,0.13,1.30434E11,11.11539081292736,0.468941,6.0,10.752045,9.47689056396484,-0.0552763529121876,0.141912952180573,-0.297526653729525,0.130078914445988,15.9272
manga-8150-1902,149.78129637,32.5198822788,3.331,0.087,0.1,4.40533E9,9.643978446643867,0.561255,3.45888,9.376751,8.9401273727417,-0.166387021541595,-0.164164511943218,-0.156103221763493,0.393465730996099,15.12053
manga-8150-3701,147.588965479,31.4879449226,2.017,1.173,3.07,3.75403E7,7.5744977389252846,0.409042,0.832851,47.567924,8.35765743255615,-0.86296159029007,-2.70046992138471,-2.08898289037962,0.542545784648291,14.47958
manga-8150-3702,147.867176956,32.9436569737,2.988,0.267,0.43,6.87579E8,8.837322604019388,0.780156,1.25609,42.046604,8.75556373596191,-0.46813303232193,-1.25430095878808,-1.72836843298239,0.692210955417742,19.95489
manga-8150-3703,148.737388233,32.9816453824,2.009,0.54,0.29,2.43247E10,10.386047492757532,0.650027,2.76985,37.558548,8.36036968231201,-0.880912840366364,0.267203031344677,0.0462935176298781,0.615664740735135,17.79896
manga-8150-3704,148.285932317,31.4383043117,3.691,0.07,0.2,1.99952E9,9.300925752478642,0.461708,5.19046,11.637828,8.94875335693359,-0.431334167718887,-1.06059630710731,-3.52508916094706,0.58146103945678,16.24376
manga-8150-6101,148.046129266,33.4509909246,3.429,0.069,0.1,7.94382E9,9.900029394866428,0.712638,3.76632,10.943514,8.69462394714355,-0.73309862613678,0.199138216466168,0.0804301050082188,0.341486736728877,14.90396
manga-8150-6102,148.073695805,33.0637250834,3.825,0.091,0.07,3.30816E10,10.519586506151578,0.527186,4.0333,17.837217,9.59080982208252,-0.114523783326149,-1.31210177775029,-0.826401115718556,0.335234449979502,13.84706
manga-8150-6103,147.148250231,33.4216194241,3.018,0.335,0.57,5.56641E9,9.745575191609916,0.287599,1.09301,85.98516,8.57480716705322,-0.413224905729294,-0.415287986670813,-0.48705088713401,0.438517391667292,12.41699
manga-8150-6104,147.539015745,33.5693471221,2.564,0.143,0.1,3.40205E10,10.531740692158538,0.749611,5.92594,16.666956,9.3827543258667,-0.0152430357411504,-0.333455802263289,-0.533966790914907,0.271176476232039,14.24837
manga-8150-9101,148.636737571,31.606730807,3.564,0.056,0.11,1.11135E10,10.045850853838092,0.885625,6.0,10.049972,9.29972457885742,-0.0672948509454727,-0.709470130973699,-1.66686276117551,0.0554660974350846,14.84379
manga-8150-9102,149.71387423,32.0730617665,3.438,0.201,0.14,2.44605E10,10.388465330256341,0.634036,1.84752,19.089647,9.33046722412109,-0.231443032622337,0.428738741127153,-0.0390066878287979,0.465055554667235,14.01737
manga-8152-12701,141.490812594,34.6299107981,2.787,0.204,0.51,3.45773E9,9.538791077981237,0.673153,1.29563,18.633486,8.58433055877686,-0.711580574512482,0.290244244897924,-0.171497912621089,0.650210294571943,15.38859
manga-8152-12702,141.427676373,34.856448419,3.277,0.317,-0.52,5.40642E8,8.732909781021819,0.15,0.85136,39.660664,8.56988334655762,-0.713278770446777,-0.76199319211981,-0.982445464918446,0.316147304336021,16.10786
manga-8152-12703,141.427299842,35.3060457494,2.625,0.112,0.2,1.84057E9,9.264952339052792,0.409568,1.40843,26.56964,8.63205814361572,-0.681617796421051,-0.681909971365349,-1.02692017588144,0.68843727906677,15.72141
manga-8152-12704,142.410328916,35.3402379343,2.557,0.517,1.34,9.56803E8,8.980822528351487,0.326796,0.634746,20.893013,8.54672622680664,-0.568289399147034,-0.666411545616219,-0.894106617166339,0.561642928373671,15.30341
manga-8152-12705,142.777356423,34.0929455974,2.954,0.329,0.35,5.2693E9,9.72175292520699,0.362732,0.971736,11.275079,8.57144832611084,-0.503131151199341,0.202174327691221,-0.186388572446252,0.75729451441517,16.22303
manga-8152-1901,144.205917314,35.3155163547,2.81,0.094,0.24,3.68134E9,9.56600592972726,0.416237,1.39463,7.0434437,9.02101135253906,-0.348576486110687,-0.0194988505300662,-0.0318422860238582,0.426335519043189,15.64843
manga-8152-1902,143.373878191,33.974296696,3.343,0.081,0.08,9.93027E9,9.996961056946134,0.855236,5.6425,8.126784,9.66425323486328,-0.260203868150711,-1.81778921608259,-3.26597810469963,0.131925442723377,15.30057
manga-8152-3701,141.917802427,34.5331804857,2.658,0.241,0.05,1.07533E9,9.031541762099074,0.878521,0.94335,8.507491,8.51095390319824,-0.854513585567474,-0.604274314783564,-0.531881952117969,0.656868212301694,15.8203
manga-8152-3702,142.40661842,35.4876356716,2.897,0.113,0.05,6.40356E9,9.806421483125941,0.29034,5.15851,7.1654105,8.66653633117676,-0.443454831838608,-0.0532302044347472,-0.755082198058427,0.384844867541628,16.56966
manga-8152-3703,142.724744471,35.4397842245,3.319,0.066,0.18,1.10473E10,10.04325614785075,0.461127,2.41368,11.788711,9.12318134307861,-0.403358608484268,-0.373151358932462,-0.698032709250451,0.196468501892484,14.85537
manga-8152-3704,144.497102781,35.1988242876,3.338,0.091,0.07,1.39866E9,9.145712154756495,0.650979,3.24424,11.521922,8.87646484375,-0.528192043304443,-0.0325092709456106,-0.493028237618967,0.290249390415929,15.36068
manga-8152-6101,142.007171549,34.4105520044,2.355,0.058,0.07,6.16839E9,9.790171824428993,0.515456,0.670364,6.403463,8.88417625427246,-0.445565611124039,-0.316483466955652,-0.746472127140962,0.490179334575191,16.4513
manga-8152-6102,143.023205119,35.5386292315,1.356,1.799,3.94,2.39758E10,10.379773107179052,0.400725,2.45052,14.334486,9.32208824157715,-0.324380844831467,0.0453324286929845,0.282939043446727,0.436919421005189,14.28936
manga-8152-6103,142.979557689,35.5543177722,4.3,0.057,0.02,4.89622E10,10.689860923565497,0.750174,5.79564,22.970627,9.72725009918213,-0.107512354850769,-0.619335956466374,-0.959372569078816,0.301948134004464,14.00017
manga-8152-6104,143.809269161,34.731706307,3.445,0.048,0.09,3.99366E10,10.601371088474297,0.654471,2.90931,17.1007,9.72409248352051,0.0206926967948675,-0.758993668759226,-1.17867542901368,0.367067134274952,13.53706
manga-8152-9101,142.087523492,35.0535815666,2.593,0.077,0.05,1.30528E10,10.115703683637001,0.8354,1.029,9.777639,8.5821418762207,-0.280374258756638,0.515039014109756,0.06573114067866,0.393643529220932,15.91223
manga-8152-9102,144.156457423,34.4773530878,3.248,0.244,0.25,8.9449E10,10.951575489711558,0.831583,3.54509,18.00454,9.21692085266113,-0.0877685770392418,0.374239044203558,0.422687890597471,0.173028780090299,14.40827
manga-8153-12701,39.6372182443,-0.867466146077,2.879,0.289,0.11,3.84511E9,9.584908768509276,0.786078,1.26424,14.906153,8.30820083618164,-0.692569553852081,0.017733950808905,-0.442824408305757,0.656339979961172,16.42465
manga-8153-12702,40.30402,-0.87703,2.385,0.368,0.31,4.12484E9,9.615407107197516,0.474935,1.85682,9.472872,8.63879489898682,-0.591579973697662,0.00637362773742223,-0.709098675892697,0.570837559651597,17.06522
manga-8153-12703,41.0682926204,0.341599264633,3.561,0.108,0.07,3.76041E9,9.575235198925052,0.700032,6.0,12.340964,8.62166786193848,-0.712076723575592,-0.686140461121698,,0.974866457354481,16.20978
manga-8153-12704,39.5360106162,-0.642306270718,2.664,0.302,0.27,2.67091E9,9.426659254115757,0.687187,1.65497,17.380743,8.08757400512695,-0.649409055709839,-0.046397469615297,0.31207973810149,0.534541183737513,16.72701
manga-8153-12705,41.4483281377,-0.240915330231,3.17,0.252,0.55,2.45593E9,9.390215984192675,0.704593,2.01364,23.5445,8.58611392974854,-0.452360361814499,-0.827233605388744,-0.874099219484393,0.762174012993249,16.31168
manga-8153-1901,41.0062256193,0.176297219814,2.466,0.136,0.1,3.11047E9,9.49282601699607,0.63104,0.702717,5.953613,8.66605663299561,-0.285737335681915,0.227111365581909,0.165066377871391,0.51245618451308,15.7711
manga-8153-1902,40.4852981017,-1.19937678682,2.984,0.061,0.25,8.67477E9,9.938257968874437,0.624299,5.99893,5.0019884,9.33732128143311,-0.175498604774475,-1.09578595350008,,0.231521209222424,16.53142
manga-8153-3701,39.6170562283,-1.04675798533,4.063,0.095,0.04,5.98369E10,10.776969085729268,0.879699,5.78494,14.373295,9.65254402160645,0.0116862542927265,-1.1667488701377,-3.06104731595027,0.143189393490725,14.16954
manga-8153-3702,39.4613924343,0.574641410115,3.772,0.332,0.4,4.31692E10,10.635174000502346,0.802443,6.0,9.27499,9.16003036499023,-0.177978724241257,0.307757499666607,-0.647235750685827,0.321337355094834,15.6742
manga-8153-3703,41.1529202911,0.142105128887,3.795,0.097,0.09,1.40568E10,10.147886465739566,0.550891,4.99186,11.275079,9.50519561767578,-0.394717931747437,-1.39874461137492,-2.45455208641072,0.0680601276568915,15.05007
manga-8153-3704,39.2954315425,0.0121931197899,3.348,0.062,0.46,1.5756E10,10.197445972137103,0.15,4.08114,7.1237807,9.18267345428467,-0.248017325997353,-0.148854019698552,-1.86427946280772,0.367068125691362,15.98402
manga-8153-6101,41.0966482687,-0.178547761451,4.14,0.133,0.02,1.08491E11,11.035393712263295,0.770579,6.0,13.851916,9.43966484069824,-0.176130950450897,-0.43636006809592,-1.43270089368523,0.227140068550406,16.1355
manga-8153-6102,39.6055085285,-0.18840466386,2.931,0.139,0.26,5.61274E9,9.749174924781478,0.345688,1.0878,11.456174,8.39476871490479,-0.632246196269989,0.3119873739032,0.382558134487263,0.513307765966227,15.14479
manga-8153-6103,39.7141842507,0.508703016687,3.775,0.128,0.06,7.45152E10,10.872244871443565,0.624265,5.37023,16.260715,9.42611980438232,-0.0808295086026192,0.331532883167386,-1.83994589386407,0.29680310155033,14.54511
manga-8153-6104,41.3073884525,-0.746138088523,4.26,0.051,0.04,8.42944E10,10.925798723736461,0.751726,6.0,19.064943,9.72018623352051,-0.0879348069429398,-0.612573585806052,-0.959216814692694,0.159617060686181,14.82229
manga-8153-9101,38.9363186162,-0.188187021784,3.926,0.086,0.0,7.25812E10,10.86082414420444,0.711961,5.12167,14.239108,9.2785472869873,-0.234025821089745,0.225622319493502,-1.11237435016193,0.108015945219653,15.49637
manga-8153-9102,40.5600858575,0.8778073766,2.843,0.113,0.06,1.09194E9,9.038198775378966,0.384519,0.930958,13.370387,8.25107288360596,-0.831354856491089,-0.610257214867233,-0.914943297229289,0.704168389497987,16.4452
manga-8154-12701,45.43511,-0.59263,2.644,0.373,0.52,1.92493E10,10.28441494103076,0.733158,0.512912,19.064943,8.58630752563477,-0.42364639043808,0.926984782297453,0.828167088878483,0.38470052612141,14.6793
manga-8154-12702,43.7904849573,-0.177861101978,3.053,1.117,0.83,1.26893E11,11.103437665079547,0.701957,4.36429,40.769474,9.75266456604004,-0.143892630934715,-0.65506156478125,-1.00760205894224,0.119608250052847,13.11647
manga-8154-12703,45.6984025268,0.964835657488,3.042,0.352,0.08,1.13129E9,9.053573948210747,0.367577,1.07075,11.394722,8.35547065734863,-0.812166154384613,0.192755408575128,-0.241165159013723,0.830731587049691,17.08543
manga-8154-12704,43.5606510294,1.02912275692,3.134,0.209,0.19,1.43666E11,11.157354000148775,0.87538,3.35338,17.901798,9.04796409606934,-0.126828342676163,0.701030178380727,0.424536769700778,0.351799489912839,14.57981
manga-8154-12705,45.598159228,0.97929394383,4.742,0.163,0.18,2.05012E10,10.311779282427736,0.411594,6.0,27.029728,8.47367000579834,-0.376626044511795,0.703829908654084,0.469269730031173,0.426482373656047,14.99301
manga-8154-1901,43.1343283074,-0.0478187621697,3.49,0.079,0.07,8.75534E10,10.942273015897104,0.883078,6.0,10.394143,9.61518573760986,0.0771187096834183,-0.365038260717748,-2.29523145608129,0.164101435014977,15.06496
manga-8154-1902,44.8466810553,-1.16668563519,3.402,0.083,0.09,1.82051E10,10.260193068841449,0.70226,4.57653,8.3626795,9.56675338745117,-0.087649442255497,-0.958737217696029,-2.82798028957188,0.137649728860665,14.90802
manga-8154-3701,44.7356492529,-0.766114112307,3.099,0.12,0.05,8.9908E9,9.953798336908722,0.294593,2.75615,7.237469,8.85260772705078,-0.562450468540192,-0.092041913554691,-0.513148727848025,0.517627911953326,16.43664
manga-8154-3702,43.6582905094,0.939435236268,3.805,0.068,0.09,1.28342E11,11.108368802776551,0.762907,5.9149,14.320828,9.70574378967285,0.0559028312563896,-0.276804260276091,-1.30366182282109,0.149481729979656,14.94086
manga-8154-3703,44.6254665156,0.794234693084,3.416,0.138,0.1,9.1343E9,9.96067527114278,0.608871,5.26078,6.963288,9.04051494598389,-0.597168564796448,-0.608460828473907,-1.62350251685902,0.111467114311533,16.39536
