name,objra,objdec,C,A,S,nsa_sersic_mass,LogMass,nsa_sersic_ba,nsa_sersic_n,PETRO_TH90,log_age_mean_LW,log_ZH_mean_LW,log_SFR_ssp,log_SFR_Ha,vel_sigma_Re,modelMag_r
manga-11969-3703,228.649689858,8.33393161556,3.567,0.041,0.14,5.8309603E10,10.765740084544072,0.43420535,4.5307403,11.924413,9.59049320220947,-0.0421333685517311,-1.37283908135988,-1.51778237813933,0.384340517411794,13.7474
manga-11969-3704,228.547149912,7.19755948411,2.738,0.008,-0.08,7.9388104E9,9.899755429955844,0.37846228,1.0521139,8.310813,8.57979965209961,-0.312966257333755,0.0729544958222531,-0.106839423018597,0.395575468687018,16.39497
manga-11969-6101,228.394457331,7.11353594268,2.694,0.206,0.15,7.9426903E9,9.899967628944554,0.66819,1.1651359,8.301952,8.86789321899414,-0.761531233787537,0.440093927120179,0.266184244962169,0.581000950531074,16.21364
manga-11969-6102,228.259925187,7.29296981376,3.83,0.101,0.08,4.2928554E10,10.632746260005241,0.6405453,3.8302972,15.515401,9.34892272949219,-0.146857723593712,-0.0349459474859467,0.0375841334849019,0.375857653534455,14.01561
manga-11969-6103,227.739921071,7.60508486908,3.535,0.177,0.29,1.8539911E10,10.268107645002564,0.98973477,6.0,10.923637,9.1347188949585,-0.151131018996239,0.0640879604049242,-1.56689566424356,0.242211108725716,16.10219
manga-11969-6104,228.707828747,7.59026658211,2.928,0.134,0.16,6.976922E9,9.843663867717721,0.4512671,1.5604519,7.391881,8.88850116729736,-0.670806407928467,0.127614269066039,0.248913564741535,0.39611026922204,16.54508
manga-11969-9101,227.757471655,7.68934662901,3.842,0.205,0.23,1.1779633E11,11.071131760013246,0.582196,4.583742,14.072979,9.0433292388916,-0.0890616476535797,0.840862773034292,-0.953192782308695,0.35728871520547,15.9781
manga-11969-9102,228.71780801,7.48305907033,3.448,0.12,0.04,7.873963E9,9.896193369695563,0.63193446,2.375657,11.788711,8.92030906677246,-0.575707316398621,-0.176665247775925,-0.304523554370241,0.474054400772546,15.92396
manga-11970-12701,225.07467,11.34338,2.478,0.287,0.18,2.4274803E9,9.385155714116188,0.61830723,0.8746883,19.84417,8.61552143096924,-0.86023998260498,-0.307185670349499,-0.19277793559295,0.345974855070577,15.06869
manga-11970-12702,225.22953,9.61331,2.831,0.137,-0.09,6.965743E8,8.84296744719072,0.7698663,0.92733806,12.33345,8.56066608428955,-0.516126751899719,-0.0463553111455078,-0.346900835563893,0.329666299866039,16.94639
manga-11970-12703,226.822290854,10.6042645076,2.815,0.282,0.31,1.496786E10,10.17515971239202,0.31546164,0.6853569,18.615088,9.10034370422363,-0.392970055341721,0.362369632899305,0.374267339590198,0.420034080927311,14.42401
manga-11970-12704,225.236180286,11.5174164077,3.829,0.129,0.31,4.4642537E10,10.649748867242081,0.7271917,3.0538528,25.380657,9.41867351531982,0.065838061273098,-1.52594368070948,-0.808969209033748,0.305811485026336,13.82764
manga-11970-12705,226.093486242,10.043064926,2.9,0.208,-0.31,1.8986488E9,9.278444639130036,0.90173364,1.4678466,15.874659,8.36101531982422,-0.58348286151886,0.0490738554092785,-0.429735330864074,0.378448676564497,16.92722
manga-11970-1901,224.592583462,11.2675901677,2.551,0.114,0.19,2.701298E9,9.431572497040737,0.46687058,1.5377824,4.207179,8.96636390686035,-0.327188342809677,-0.742207465478556,-0.898804792069809,0.345105524667969,16.39297
manga-11970-1902,225.465388393,9.72593894718,3.656,0.071,0.16,3.2436679E10,10.51103638296804,0.96627533,6.0,9.926737,9.56852912902832,0.0435362905263901,-1.42603600092183,-1.46253514293523,0.106129034998364,14.61171
manga-11970-3701,225.985833529,9.44639998524,2.565,0.095,0.0,2.6627517E9,9.425330670626892,0.61520594,1.1323453,7.4733157,8.43451595306396,-0.760708272457123,-0.216752299851067,-0.0848468710213601,0.270704408047918,16.50146
manga-11970-3702,225.058409468,11.2177256866,2.866,0.322,0.33,1.8914372E9,9.276791926307466,0.5705034,1.1384915,9.777639,8.68471336364746,-0.74139130115509,0.104069836898966,0.316469818780981,0.378808403838435,15.98375
manga-11970-3703,226.692889161,10.7761726373,3.389,0.07,0.36,1.2572621E11,11.099425824001013,0.80286855,5.916957,8.855211,9.58209228515625,-0.201640337705612,-0.850844720769321,-1.56866460024909,0.188404703141917,15.74459
manga-11970-3704,225.506734847,9.14898109306,1.68,0.257,0.0,5.285831E9,9.723113273638532,0.3720697,0.84860855,13.067802,8.42580032348633,-0.635825991630554,0.169578464459297,0.0318267213670314,0.953384626847022,15.84863
manga-11970-6101,225.165385187,9.21943717258,3.061,0.128,0.04,6.035528E9,9.780715269040828,0.19633491,1.4007753,11.699411,9.2890625,-0.494395464658737,-0.308745437063095,-0.198698779623567,0.469357464781466,15.86743
manga-11970-6102,224.52598185,10.9545458914,3.169,0.195,0.1,3.6028494E10,10.556646108884733,0.6923666,2.222401,12.483024,8.77894687652588,-0.473964512348175,0.403097351529086,0.816782227283085,0.360481690830936,14.74705
manga-11970-6103,224.492031693,11.0076159672,3.615,0.112,0.07,6.704486E10,10.826365488239764,0.712089,3.6239257,14.320828,9.15452194213867,-0.128059506416321,0.753962596122983,0.571537658493078,0.33245070260482,14.32495
manga-11970-6104,225.766708842,9.50686833336,3.932,0.175,0.14,3.5012064E11,11.544217713661025,0.9064108,6.0,60.226875,9.52734470367432,-0.200207024812698,,,0.145870946364435,15.52881
manga-11970-9101,225.539146533,10.8444197511,2.584,0.246,0.13,2.4727014E9,9.39317167472685,0.79454845,0.9063191,13.996736,8.67256736755371,-0.46016737818718,0.413088178837425,0.195379910343093,0.818055655039935,15.25555
manga-11970-9102,226.650607393,9.64948798955,4.227,0.084,0.11,7.748437E10,10.889214106282573,0.65363675,3.983281,23.399702,9.51201248168945,0.013276444748044,-1.49702729454034,-1.10946014758123,0.0646979463371683,14.15489
manga-11974-12701,237.47697,8.86122,3.746,0.509,0.37,6.3659168E10,10.803860958265973,0.35868108,6.0,18.740425,8.35581302642822,-0.673603296279907,0.335418320049406,0.47503546876345,0.60844975389033,16.03578
manga-11974-12702,238.59346475,8.57089070573,3.406,0.558,1.98,3.3677462E10,10.52733935477157,0.47802204,1.469192,16.31412,8.4207706451416,-0.441054165363312,1.04681408361878,0.21681713629003,0.581843257620471,15.59738
manga-11974-12703,238.203465211,10.1865955853,3.473,0.413,0.14,1.0784807E11,11.03281237757162,0.5662224,6.0,20.362452,9.21884155273438,-0.348092585802078,-0.225079444957145,0.0224197143142329,0.344135178221416,15.98205
manga-11974-12704,237.985450999,9.68821391225,3.239,0.064,1.51,2.782045E9,9.444364150491984,0.15,0.8489046,18.00454,8.8133373260498,-0.520351827144623,-0.250491038348745,-0.614309210559136,0.601032070128233,17.10234
manga-11974-12705,238.584855865,9.49159111449,4.306,0.345,0.47,1.9959693E11,11.300153857120124,0.88497245,6.0,30.307396,9.29419040679932,-0.104962982237339,0.477686676196699,-1.26177432648584,0.353775420466965,15.94128
manga-11974-1901,237.901334198,9.18699237283,3.57,0.049,0.08,3.511734E10,10.545521612385757,0.90357506,6.0,10.334829,9.47775077819824,-0.196268975734711,-0.318240199702608,-1.30118939890571,0.181367515018023,15.7664
manga-11974-1902,238.045491145,9.30327028282,2.633,0.215,0.11,1.2995564E9,9.113795132376666,0.75177574,1.521453,4.7013,8.58507061004639,-0.534121334552765,-0.131519235235881,-0.0851524150963677,0.460312524605882,16.9473
manga-11974-3701,239.477364306,9.40991954371,3.91,0.065,0.05,7.949842E10,10.900358497309298,0.9642779,5.1551766,15.573474,9.66896724700928,0.0098665626719594,-1.18040618809075,-1.00455863426921,0.0961456393374876,14.13832
manga-11974-3702,239.080430196,9.81542601808,4.142,0.106,0.09,1.2794576E11,11.107025898358302,0.71361226,5.695117,15.784071,9.26748752593994,-0.176696017384529,0.570065538342441,0.713940231155281,0.322284460797654,14.73138
manga-11974-3703,238.811367926,10.5213253174,3.199,0.159,0.17,2.5176152E10,10.400989351948459,0.8608794,2.0105894,11.19691,8.67295742034912,-0.525090396404266,0.87044597225148,0.847859055193927,0.442190334189497,14.4325
manga-11974-3704,239.725452002,9.52213749448,2.977,0.092,0.04,3.7433738E9,9.573263196382857,0.7146698,4.150327,7.4309955,8.68141937255859,-0.570874035358429,0.164757431036806,0.0215738448793692,0.211528326906825,16.45936
manga-11974-6101,237.89777974,9.14561493499,3.24,0.113,0.29,3.027395E10,10.481069089317522,0.300362,2.9602835,7.5098476,9.10564231872559,-0.45884782075882,-1.0491567104596,-0.810039785394453,0.446727155628429,15.70548
manga-11974-6102,239.490993423,9.37288126846,3.522,0.277,0.43,7.8173194E9,9.893057856721567,0.7375753,3.3883088,7.237469,8.69264030456543,-0.62031489610672,-0.845665499484819,-1.00081745442333,0.508530317009787,16.30507
manga-11974-6103,238.511371902,10.6234822875,2.876,0.172,0.13,1.9084544E9,9.280681787515421,0.8799471,1.4852791,9.8813925,8.45209217071533,-0.444557696580887,0.235920458978192,-0.218632707939991,0.770136972378134,16.79447
manga-11974-6104,240.050667537,9.88004414548,3.454,0.063,0.13,1.2075316E11,11.08189850466252,0.8075921,5.5275073,9.985992,9.48190784454346,-0.158182010054588,-0.401701099220549,-1.09680599025019,0.0971483170036506,15.81921
manga-11974-9101,239.502106213,9.56042757716,2.966,0.312,0.04,2.2301317E9,9.348330510982855,0.7382585,1.2765111,9.64893,8.36761093139648,-0.536223649978638,0.47267102409832,0.102642026795751,0.586755556508334,16.55738
manga-11974-9102,239.87499,9.81682,2.464,0.39,0.41,8.7422755E10,10.941624488523399,0.911865,0.7157927,14.403017,8.89417457580566,-0.680125892162323,0.902364491367767,0.702324361169526,0.272776024129261,14.91181
manga-11975-12701,250.598655123,25.0865491425,3.548,0.502,0.68,1.1818542E10,10.072563902906438,0.34963283,1.8550458,30.274471,8.60270214080811,-1.19667947292328,0.466337916087702,0.757551303582698,0.622337688831906,14.88913
manga-11975-12702,251.681249152,26.9466271982,3.814,0.158,-35.11,4.6931368E11,11.67146321362422,0.82297206,6.0,141.87555,9.32663536071777,-0.324874848127365,0.18442240984024,0.154049961213906,0.123416153515883,14.13012
manga-11975-12703,253.358911155,26.0884016474,4.485,-0.016,0.06,6.8566483E8,8.836111873647011,0.47824112,4.8443604,18.615088,8.52813720703125,-0.848717749118805,-0.787990971585596,-1.23562531278968,0.917600137448401,17.59225
manga-11975-12704,251.709490845,26.9863759045,0.0,0.104,0.0,4.4694903E11,11.650257999078498,0.5011636,1.3418648,60.572525,8.10995006561279,-0.857614874839783,0.305449173576737,-0.136869147269613,0.787679094847757,17.68472
manga-11975-12705,251.101444615,25.1249996056,3.007,0.279,0.66,1.8270239E10,10.261744228562295,0.63631827,1.685845,24.384027,8.6793327331543,-0.367372781038284,0.635504578857432,0.440390094335287,0.531405028766657,14.88227
manga-11975-1901,250.81456977,25.3674188164,3.284,0.161,0.28,2.8241134E10,10.450882131475183,0.44647732,6.0,5.6345143,9.44456768035889,-0.09249547123909,-0.29424839379867,-3.80559770520368,0.272529285559146,15.83879
manga-11975-1902,252.800195525,25.6508932696,2.687,0.113,0.15,1.9637825E9,9.293093385548406,0.89902043,1.3423688,4.91009,8.59591197967529,-0.482351511716843,-0.238884213748101,-0.132566244188041,0.486619448314722,16.94011
manga-11975-3701,250.53783633,24.9806059652,3.183,0.073,0.03,4.7410217E10,10.675871943120832,0.40983224,5.9966226,6.444088,9.38497161865234,-0.25418609380722,-1.10753780904871,-0.952967542502728,0.250036334409997,15.56784
manga-11975-3702,251.405216722,26.9810291102,3.997,0.062,-0.05,3.94763E10,10.596336440733028,0.5435261,4.632676,16.429203,9.47733497619629,-0.198280647397041,0.0503317146354686,-0.537655036524811,0.402192837969569,14.59816
manga-11975-3703,251.800824884,26.0066408246,2.813,0.087,0.03,3.9955382E10,10.60157528716621,0.77231574,1.6115283,12.130901,8.98164653778076,-0.449885606765747,0.655555360457108,0.744764784047732,0.387476414645722,15.47125
manga-11975-3704,251.89017,25.11884,3.805,0.077,0.17,4.9889993E10,10.698013443003893,0.7584668,6.0,14.077064,9.12744617462158,-0.227205589413643,0.60591342818579,0.48274582583202,0.328642336625795,15.21064
manga-11975-6101,251.876914844,24.3521769289,2.877,0.108,0.19,1.2629671E10,10.101392037432166,0.48349836,1.8036789,7.988453,8.37869358062744,-0.697418808937073,0.41926221092779,0.348148742010406,0.538903663686604,16.17351
manga-11975-6102,250.217706847,25.6829566441,3.962,0.043,0.0,1.32805665E11,11.12321660082843,0.6609032,6.0,19.958057,9.51582527160645,-0.250142723321915,-0.988455315453157,-2.85080454913128,0.0849427400961042,15.53444
manga-11975-6103,250.272601773,25.4848727075,3.828,0.363,0.58,1.620913E11,11.209759705388986,0.7630834,5.370234,15.965765,8.62656497955322,-0.239149197936058,1.34764064108537,0.492641390414624,0.368921569055795,15.59585
manga-11975-6104,250.280542488,26.0608477311,3.439,0.429,0.69,2.2553897E10,10.353221592749323,0.78885865,1.5584514,10.217217,8.73791027069092,-0.679349601268768,0.388472660656519,0.410271593880671,0.502636388288112,15.79242
manga-11975-9101,250.922836535,26.6026056828,3.551,0.305,0.09,2.111223E11,11.3245341085111,0.5328656,4.808601,23.56098,9.09494686126709,-0.13803468644619,0.698605258008596,-0.23376912515109,0.614320212720145,15.66008
manga-11975-9102,252.389698527,26.8478103837,4.137,0.072,-0.05,1.0296926E11,11.01270759164757,0.76910526,4.977135,20.420185,9.3830509185791,-0.225226446986198,0.204643309248776,0.243068114111488,0.399141032887082,14.62412
manga-11976-12701,241.468442331,18.2204981694,4.09,0.206,0.24,5.530357E10,10.74275316713213,0.34659883,4.976387,27.301685,8.97651672363281,-0.404585689306259,0.00808840304210269,0.371306203677637,0.380008093887748,14.41742
manga-11976-12702,241.46822,18.46477,3.273,0.555,1.13,2.9171914E9,9.464964924574886,0.4536838,0.7146275,9.988164,8.51089668273926,-0.624999821186066,0.264304342793119,0.0735669775060778,0.298057831276247,16.67174
manga-11976-12703,243.925554082,19.6375787771,2.963,0.169,0.09,2.6421273E10,10.421953738469904,0.49913242,1.3765732,14.993075,9.10048198699951,-0.192032501101494,0.509108240767629,0.339511893008294,0.301871932189179,14.63868
manga-11976-12704,241.791140641,18.6412608183,4.054,0.072,0.0,7.024968E10,10.846644350291697,0.7813087,3.2920456,25.35359,9.67837810516357,0.00507466634735465,-0.811104321340339,-0.77149099183,0.106848108748235,13.91222
manga-11976-12705,243.546727767,19.3149338088,2.976,0.239,0.05,1.6177207E10,10.208903542666055,0.85227776,1.9175172,18.95615,8.90070247650146,-0.342290729284286,0.396516062172124,-0.0899065693754429,0.555119899882353,14.97001
manga-11976-1901,241.625467707,18.5876454422,2.719,0.224,0.0,2.1819144E9,9.338837708517735,0.5549919,6.0,4.268561,8.76942539215088,-0.709402978420258,-0.492140646448513,-1.93704073943417,0.498575734954811,16.91343
manga-11976-1902,243.94991108,19.4344350411,2.889,0.017,-0.06,2.237007E9,9.349667343084835,0.59533656,4.7162094,8.191303,8.99323272705078,-0.532999932765961,-0.948546078385301,-4.45696624592337,0.290270612051575,16.90678
manga-11976-3701,241.561797466,18.1828719413,4.21,0.054,0.05,5.321013E10,10.725994319969896,0.7130342,6.0,14.197048,9.33603382110596,-0.207388237118721,0.392947752864927,0.703349129188891,0.122211034325746,14.35528
manga-11976-3702,241.525467559,18.6068624497,4.068,0.055,0.03,6.276931E10,10.797747354637018,0.8762598,6.0,16.666956,9.73950099945068,-0.134153112769127,-0.680724239641074,,0.0746792800826153,14.27136
manga-11976-3703,244.266289403,19.0074466438,2.725,0.098,0.14,2.2819717E9,9.358310254188222,0.37690142,1.6159897,5.2029705,8.67428970336914,-0.350325614213943,0.286170241984314,-0.0671412662661952,0.428441001666684,17.43493
manga-11976-3704,241.863208938,17.9882860426,3.13,0.344,0.83,1.5158135E9,9.180645770620977,0.29817015,1.0440708,6.9848614,8.20022583007812,-0.857643902301788,0.124943601678644,0.021891162048745,0.519032392443101,17.1271
manga-11976-6101,244.167404175,18.9196186066,3.571,0.049,0.14,1.0480906E10,10.020398825948636,0.44539383,4.1256433,8.704482,8.95061492919922,-0.372016757726669,-0.568907782199273,-0.226932677717674,0.38517171737514,15.78917
manga-11976-6102,241.84238595,18.323978766,2.631,0.055,0.19,1.5252527E9,9.183341802452533,0.6274034,0.937584,6.8512597,8.64969253540039,-0.724336206912994,-0.807128323611128,-0.676396635632229,0.543896319535913,17.27369
manga-11976-6103,243.898155725,19.4533923787,5.014,0.296,0.82,7.475569E10,10.873644254408573,0.68189013,6.0,20.304373,9.83009147644043,-0.0878451615571976,-0.964658405371127,-1.9154980266439,0.302836134197353,13.51944
manga-11976-6104,243.688642201,19.8964506612,2.843,0.108,0.23,9.324779E8,8.969638547695968,0.52145135,1.446379,10.092212,8.77848052978516,-0.633124470710754,-0.137363618626343,-0.132517709900286,0.4176474023268,16.82675
manga-11976-9101,242.793025729,17.1853822927,3.005,0.116,0.38,7.9840635E9,9.90222398238627,0.7024041,1.4104034,9.32407,8.38533401489258,-0.342553555965424,0.63309666292039,0.167604257637412,0.568922338855205,16.18777
manga-11976-9102,244.197891381,19.4746798739,3.156,0.112,0.13,2.1369956E10,10.329803627967678,0.7925823,2.3645098,17.198843,8.95819854736328,-0.233217477798462,0.569890835205714,0.18651283771399,0.483521086026768,14.68917
manga-11977-12701,253.812224001,24.6554427421,3.439,0.182,0.51,1.1897131E10,10.07544224365369,0.18941419,0.93386275,12.012248,8.90895462036133,-0.577397048473358,-0.0571625468136568,-0.247257073306229,0.604938180816204,16.22819
manga-11977-12703,255.513304723,25.4164393026,3.677,0.136,0.19,6.3047238E10,10.799666065569953,0.5317063,6.0,25.968346,9.37033653259277,-0.221109122037888,-1.14505878384344,-0.537566317094711,0.307601448697688,14.45463
manga-11977-12704,254.622304883,26.1093327516,0.713,1.522,3.42,4.556751E8,8.658655297557535,0.15,0.8263887,13.634327,8.40903472900391,-0.931465864181519,-0.635224541574333,-0.820457162337023,0.35046346023081,17.34288
manga-11977-12705,254.911251443,24.9964807539,2.498,0.154,0.36,2.2478444E9,9.35176624525992,0.7553595,0.7887866,9.62405,8.38960456848145,-0.398944944143295,-0.029778775247044,-0.378645194271538,0.396397776721766,16.54668
manga-11977-1902,253.866104982,25.229841235,3.191,0.118,0.15,2.4738951E10,10.393381280395358,0.61515397,2.2519586,10.100944,9.27182579040527,-0.17935311794281,-0.369569045270115,-0.344849217967275,0.32118380003405,15.34901
manga-11977-3701,252.880131115,24.076609666,2.808,0.093,0.01,1.7729604E10,10.248699035514315,0.5533362,2.6048136,6.281713,9.12932205200195,-0.475360810756683,-0.00210703010626219,0.247757311961959,0.378963508311196,15.68072
manga-11977-3702,254.00497029,25.8260098464,3.101,0.136,0.09,1.4132862E10,10.150230118320303,0.3019908,3.5656445,6.8844185,9.32144451141357,-0.134419441223145,-0.447420828981407,-1.25447490951277,0.403772407536349,16.18289
